province,province_no,district,constituency_id,constituency_name,party,candidate_name,is_independent
Sudurpashchim,7,Kailali,156,Kailali-3,RPP,Shanti Devi Thapa,FALSE
Sudurpashchim,7,Kailali,157,Kailali-4,RSP,Ganesh Prasad Lamichhane,FALSE
Sudurpashchim,7,Kailali,157,Kailali-4,NC,Karna Bahadur Tharu,FALSE
Sudurpashchim,7,Kailali,157,Kailali-4,UML,Nawaraj Sharma,FALSE
Sudurpashchim,7,Kailali,157,Kailali-4,NCP,Tara Devi Bam,FALSE
Sudurpashchim,7,Kailali,157,Kailali-4,RPP,Dhan Bahadur Rana,FALSE
Sudurpashchim,7,Kanchanpur,158,Kanchanpur-1,RSP,Surendra Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,158,Kanchanpur-1,NC,Narayan Prasad Sah,FALSE
Sudurpashchim,7,Kanchanpur,158,Kanchanpur-1,UML,Gopal Bahadur Rokaya,FALSE
Sudurpashchim,7,Kanchanpur,158,Kanchanpur-1,NCP,Ram Bahadur Saud,FALSE
Sudurpashchim,7,Kanchanpur,158,Kanchanpur-1,RPP,Laxmi Prasad Joshi,FALSE
Sudurpashchim,7,Kanchanpur,159,Kanchanpur-2,RSP,Narayan Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,159,Kanchanpur-2,NC,Dhan Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,159,Kanchanpur-2,UML,Khadga Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,159,Kanchanpur-2,NCP,Sher Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,159,Kanchanpur-2,RPP,Gopal Bahadur Joshi,FALSE
Sudurpashchim,7,Kanchanpur,160,Kanchanpur-3,RSP,Prem Bahadur Saud,FALSE
Sudurpashchim,7,Kanchanpur,160,Kanchanpur-3,NC,Mohan Bahadur Thapa,FALSE
Sudurpashchim,7,Kanchanpur,160,Kanchanpur-3,UML,Narayan Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,160,Kanchanpur-3,NCP,Gopal Bahadur Bist,FALSE
Sudurpashchim,7,Kanchanpur,160,Kanchanpur-3,RPP,Bikram Bahadur Bist,FALSE
