province,province_no,district,constituency_id,constituency_name,party,candidate_name,is_independent
Bagmati,3,Makwanpur,90,Makwanpur-2,UNP,Prabin Kumar Syangtan,FALSE
Bagmati,3,Chitwan,91,Chitwan-1,RSP,Hari Dhakal,FALSE
Bagmati,3,Chitwan,91,Chitwan-1,NC,Rajendra Burlakoti,FALSE
Bagmati,3,Chitwan,91,Chitwan-1,UML,Kamalraj Pathak,FALSE
Bagmati,3,Chitwan,91,Chitwan-1,NCP,Krishna Panta,FALSE
Bagmati,3,Chitwan,91,Chitwan-1,RPP,Balaram Khanal,FALSE
Bagmati,3,Chitwan,91,Chitwan-1,UNP,Dhan Bahadur Gurung,FALSE
Bagmati,3,Chitwan,92,Chitwan-2,RSP,Rabi Lamichhane,FALSE
Bagmati,3,Chitwan,92,Chitwan-2,NC,Mina Kumari Kharel,FALSE
Bagmati,3,Chitwan,92,Chitwan-2,UML,Asmin Ghimire,FALSE
Bagmati,3,Chitwan,92,Chitwan-2,NCP,Pratap Gurung,FALSE
Bagmati,3,Chitwan,92,Chitwan-2,RPP,Jagadish Adhikari,FALSE
Bagmati,3,Chitwan,92,Chitwan-2,UNP,Nikumar Pakhrin,FALSE
Bagmati,3,Chitwan,93,Chitwan-3,RSP,Sobita Gautam,FALSE
Bagmati,3,Chitwan,93,Chitwan-3,NC,Tek Prasad Gurung,FALSE
Bagmati,3,Chitwan,93,Chitwan-3,UML,Shankarraj Thapaliya,FALSE
Bagmati,3,Chitwan,93,Chitwan-3,NCP,Renu Dahal,FALSE
Bagmati,3,Chitwan,93,Chitwan-3,RPP,Dipak Thapa Magar,FALSE
Bagmati,3,Chitwan,93,Chitwan-3,UNP,Dambar Bahadur Tamang,FALSE
Gandaki,4,Gorkha,94,Gorkha-1,RSP,Sudan Gurung,FALSE
Gandaki,4,Gorkha,94,Gorkha-1,NC,Prem Kumar Khatri,FALSE
Gandaki,4,Gorkha,94,Gorkha-1,UML,Ramchandra Lamichhane,FALSE
Gandaki,4,Gorkha,94,Gorkha-1,NCP,Hariraj Adhikari,FALSE
Gandaki,4,Gorkha,94,Gorkha-1,RPP,Kedarmani Khanal,FALSE
Gandaki,4,Gorkha,95,Gorkha-2,RSP,Kabindra Burlakoti,FALSE
Gandaki,4,Gorkha,95,Gorkha-2,NC,Prakash Chandra Dawadi,FALSE
Gandaki,4,Gorkha,95,Gorkha-2,UML,Milan Gurung,FALSE
Gandaki,4,Gorkha,95,Gorkha-2,NCP,Lekhnath Neupane,FALSE
Gandaki,4,Gorkha,95,Gorkha-2,RPP,Kul Bahadur Basnet,FALSE
Gandaki,4,Manang,96,Manang-1,NC,Tek Bahadur Gurung,FALSE
Gandaki,4,Manang,96,Manang-1,NCP,Yasodha Subedi Gurung,FALSE
Gandaki,4,Manang,96,Manang-1,MNO,Ram Bahadur Ghale,FALSE
Gandaki,4,Lamjung,97,Lamjung-1,RSP,Dharma Raj K.C.,FALSE
Gandaki,4,Lamjung,97,Lamjung-1,NC,Gam Prasad Gurung,FALSE
Gandaki,4,Lamjung,97,Lamjung-1,UML,Prithvi Subba Gurung,FALSE
Gandaki,4,Lamjung,97,Lamjung-1,NCP,Hari Jung Tamang,FALSE
Gandaki,4,Lamjung,97,Lamjung-1,RPP,Kebindra Jung Gurung,FALSE
Gandaki,4,Kaski,98,Kaski-1,RSP,Khadak Raj Paudel,FALSE
Gandaki,4,Kaski,98,Kaski-1,NC,Rajendra Prasad Paudel,FALSE
Gandaki,4,Kaski,98,Kaski-1,UML,Prithvi Subba Gurung,FALSE
Gandaki,4,Kaski,98,Kaski-1,NCP,Rekha Sharma,FALSE
Gandaki,4,Kaski,98,Kaski-1,RPP,Sharada Bahadur Gurung,FALSE
Gandaki,4,Kaski,99,Kaski-2,RSP,Swarnim Wagle,FALSE
Gandaki,4,Kaski,99,Kaski-2,NC,Dhan Bahadur Budha,FALSE
Gandaki,4,Kaski,99,Kaski-2,UML,Krishna Bahadur Mahara,FALSE
Gandaki,4,Kaski,99,Kaski-2,NCP,Nar Bahadur Pun,FALSE
Gandaki,4,Kaski,99,Kaski-2,RPP,Dawa Lama,FALSE
Gandaki,4,Tanahun,100,Tanahun-1,RSP,Swarnim Wagle,FALSE
Gandaki,4,Tanahun,100,Tanahun-1,NC,Bijaya Kumar Gauchan,FALSE
Gandaki,4,Tanahun,100,Tanahun-1,UML,Binod Prasad Chaulagain,FALSE
Gandaki,4,Tanahun,100,Tanahun-1,NCP,Shyam Bahadur Gurung,FALSE
Gandaki,4,Tanahun,100,Tanahun-1,RPP,Prem Bahadur Gauchan,FALSE
Gandaki,4,Tanahun,101,Tanahun-2,RSP,Kamal Thapa Magar,FALSE
Gandaki,4,Tanahun,101,Tanahun-2,NC,Rabindra Prasad Adhikari,FALSE
Gandaki,4,Tanahun,101,Tanahun-2,UML,Bishnu Prasad Paudel,FALSE
Gandaki,4,Tanahun,101,Tanahun-2,NCP,Ram Prasad Koirala,FALSE
Gandaki,4,Tanahun,101,Tanahun-2,RPP,Laxman Thapa,FALSE
Gandaki,4,Syangja,102,Syangja-1,RSP,Ganesh Prasad Regmi,FALSE
Gandaki,4,Syangja,102,Syangja-1,NC,Surya Bahadur Thapa Magar,FALSE
Gandaki,4,Syangja,102,Syangja-1,UML,Rameshwor Prasad Paudel,FALSE
Gandaki,4,Syangja,102,Syangja-1,NCP,Hari Bahadur Thapa,FALSE
Gandaki,4,Syangja,102,Syangja-1,RPP,Krishna Prasad Panta,FALSE
Gandaki,4,Syangja,103,Syangja-2,RSP,Durga Prasad Poudel,FALSE
Gandaki,4,Syangja,103,Syangja-2,NC,Surendra Raj Acharya,FALSE
Gandaki,4,Syangja,103,Syangja-2,UML,Ramhari Baral,FALSE
Gandaki,4,Syangja,103,Syangja-2,NCP,Tilak Pariyar,FALSE
Gandaki,4,Syangja,103,Syangja-2,RPP,Moti Lal Pokhrel,FALSE
Gandaki,4,Parbat,104,Parbat-1,RSP,Lekhnath Neupane,FALSE
Gandaki,4,Parbat,104,Parbat-1,NC,Yagya Bahadur Thapa,FALSE
Gandaki,4,Parbat,104,Parbat-1,UML,Kuber Prasad Sharma,FALSE
Gandaki,4,Parbat,104,Parbat-1,NCP,Lal Bahadur Khadka,FALSE
Gandaki,4,Parbat,104,Parbat-1,RPP,Ghanashyam Khanal,FALSE
Gandaki,4,Baglung,105,Baglung-1,RSP,Prabin Kandel,FALSE
Gandaki,4,Baglung,105,Baglung-1,NC,Sher Bahadur Deuba,FALSE
Gandaki,4,Baglung,105,Baglung-1,UML,Bikram Bahadur Thapa,FALSE
Gandaki,4,Baglung,105,Baglung-1,NCP,Lal Bahadur Baniya,FALSE
Gandaki,4,Baglung,105,Baglung-1,RPP,Purna Bahadur Khadka,FALSE
Gandaki,4,Baglung,106,Baglung-2,RSP,Ram Bahadur Magar,FALSE
Gandaki,4,Baglung,106,Baglung-2,NC,Padam Bahadur Gurung,FALSE
Gandaki,4,Baglung,106,Baglung-2,UML,Devi Prasad Bhatt,FALSE
Gandaki,4,Baglung,106,Baglung-2,NCP,Ganesh Prasad Paudel,FALSE
Gandaki,4,Baglung,106,Baglung-2,RPP,Til Bahadur Pun,FALSE
Gandaki,4,Myagdi,107,Myagdi-1,RSP,Bikash Thapa,FALSE
Gandaki,4,Myagdi,107,Myagdi-1,NC,Raam Bahadur Thapa,FALSE
Gandaki,4,Myagdi,107,Myagdi-1,UML,Hum Bahadur Budha Magar,FALSE
Gandaki,4,Myagdi,107,Myagdi-1,NCP,Prem Bahadur Ale,FALSE
Gandaki,4,Myagdi,107,Myagdi-1,RPP,Tek Bahadur Budha,FALSE
Gandaki,4,Myagdi,107,Myagdi-1,IND,Mahabir Pun,TRUE
Gandaki,4,Mustang,108,Mustang-1,NC,Dhana Bahadur Sherchan,FALSE
Gandaki,4,Mustang,108,Mustang-1,UML,Lobsang Lama,FALSE
Gandaki,4,Mustang,108,Mustang-1,NCP,Sangita Gurung,FALSE
Gandaki,4,Mustang,108,Mustang-1,RPP,Gyanbir Sherchan,FALSE
Gandaki,4,Nawalpur,109,Nawalpur-1,RSP,Balram Adhikari,FALSE
Gandaki,4,Nawalpur,109,Nawalpur-1,NC,Dil Bahadur Gurung,FALSE
Gandaki,4,Nawalpur,109,Nawalpur-1,UML,Gopal Bahadur Raut,FALSE
Gandaki,4,Nawalpur,109,Nawalpur-1,NCP,Bimal Poudel,FALSE
Gandaki,4,Nawalpur,109,Nawalpur-1,RPP,Ram Bahadur Kumal,FALSE
Gandaki,4,Nawalpur,110,Nawalpur-2,RSP,Deepak Prasad Paudel,FALSE
Gandaki,4,Nawalpur,110,Nawalpur-2,NC,Bharat Prasad Gupta,FALSE
Gandaki,4,Nawalpur,110,Nawalpur-2,UML,Surendra Prasad Khadka,FALSE
Gandaki,4,Nawalpur,110,Nawalpur-2,NCP,Bhumi Prasad Upadhyaya,FALSE
Gandaki,4,Nawalpur,110,Nawalpur-2,RPP,Lal Bahadur Hamal,FALSE
Lumbini,5,Rupandehi,111,Rupandehi-1,RSP,Amar Bahadur Thapa,FALSE
Lumbini,5,Rupandehi,111,Rupandehi-1,NC,Ramesh Prasad Lekhak,FALSE
Lumbini,5,Rupandehi,111,Rupandehi-1,UML,Tika Ram Pun,FALSE
Lumbini,5,Rupandehi,111,Rupandehi-1,NCP,Shital Prasad Chaudhary,FALSE
Lumbini,5,Rupandehi,111,Rupandehi-1,RPP,Siddhi Prasad Neupane,FALSE
Lumbini,5,Rupandehi,112,Rupandehi-2,RSP,Kamal Thapa Chhetri,FALSE
Lumbini,5,Rupandehi,112,Rupandehi-2,NC,Hari Prasad Paudel,FALSE
Lumbini,5,Rupandehi,112,Rupandehi-2,UML,Mahesh Shrestha,FALSE
Lumbini,5,Rupandehi,112,Rupandehi-2,NCP,Hom Bahadur Thapa,FALSE
Lumbini,5,Rupandehi,112,Rupandehi-2,RPP,Bharat Prasad Khanal,FALSE
Lumbini,5,Rupandehi,113,Rupandehi-3,RSP,Surendra Prasad Pandey,FALSE
Lumbini,5,Rupandehi,113,Rupandehi-3,NC,Sita Gurung,FALSE
Lumbini,5,Rupandehi,113,Rupandehi-3,UML,Bed Prasad Sharma,FALSE
Lumbini,5,Rupandehi,113,Rupandehi-3,NCP,Tilak Pariyar,FALSE
Lumbini,5,Rupandehi,113,Rupandehi-3,RPP,Kedar Nath Acharya,FALSE
Lumbini,5,Kapilvastu,114,Kapilvastu-1,RSP,Baburam Chaudhary,FALSE
Lumbini,5,Kapilvastu,114,Kapilvastu-1,NC,Anita Devi Chaudhary,FALSE
Lumbini,5,Kapilvastu,114,Kapilvastu-1,UML,Jitendra Kumar Sonwal,FALSE
Lumbini,5,Kapilvastu,114,Kapilvastu-1,NCP,Pradeep Kumar Gyawali,FALSE
Lumbini,5,Kapilvastu,114,Kapilvastu-1,RPP,Bharat Raj Poudel,FALSE
Lumbini,5,Kapilvastu,115,Kapilvastu-2,RSP,Narayan Prasad Dhakal,FALSE
Lumbini,5,Kapilvastu,115,Kapilvastu-2,NC,Ramsahay Prasad Yadav,FALSE
Lumbini,5,Kapilvastu,115,Kapilvastu-2,UML,Krishna Prasad Sitaula,FALSE
Lumbini,5,Kapilvastu,115,Kapilvastu-2,NCP,Sher Bahadur Deuba,FALSE
Lumbini,5,Kapilvastu,115,Kapilvastu-2,RPP,Ram Chandra Paudel,FALSE
Lumbini,5,Palpa,116,Palpa-1,RSP,Shankar Prasad Pokhrel,FALSE
Lumbini,5,Palpa,116,Palpa-1,NC,Kiran Gurung,FALSE
Lumbini,5,Palpa,116,Palpa-1,UML,Radheshyam Adhikari,FALSE
Lumbini,5,Palpa,116,Palpa-1,NCP,Girdhari Sharma,FALSE
Lumbini,5,Palpa,116,Palpa-1,RPP,Naraj Bahadur Thapa,FALSE
Lumbini,5,Palpa,117,Palpa-2,RSP,Dipendra Bahadur Pal,FALSE
Lumbini,5,Palpa,117,Palpa-2,NC,Balkrishna Khand,FALSE
Lumbini,5,Palpa,117,Palpa-2,UML,Kamal Raj Acharya,FALSE
Lumbini,5,Palpa,117,Palpa-2,NCP,Kamal Bahadur Shah,FALSE
Lumbini,5,Palpa,117,Palpa-2,RPP,Bhawani Prasad Kharel,FALSE
Lumbini,5,Gulmi,118,Gulmi-1,RSP,Krishna Bahadur Raut,FALSE
Lumbini,5,Gulmi,118,Gulmi-1,NC,Ramesh Prasad Ghimire,FALSE
Lumbini,5,Gulmi,118,Gulmi-1,UML,Mahesh Prasad Basnet,FALSE
Lumbini,5,Gulmi,118,Gulmi-1,NCP,Mohan Bahadur Basnet,FALSE
Lumbini,5,Gulmi,118,Gulmi-1,RPP,Gopal Prasad Ghimire,FALSE
Lumbini,5,Gulmi,119,Gulmi-2,RSP,Dhan Bahadur Magar,FALSE
Lumbini,5,Gulmi,119,Gulmi-2,NC,Purna Bahadur Gharti,FALSE
Lumbini,5,Gulmi,119,Gulmi-2,UML,Laxman Prasad Ghimire,FALSE
Lumbini,5,Gulmi,119,Gulmi-2,NCP,Mohan Bahadur K.C.,FALSE
Lumbini,5,Gulmi,119,Gulmi-2,RPP,Bhim Bahadur Rana,FALSE
Lumbini,5,Arghakhanchi,120,Arghakhanchi-1,RSP,Narendra Prasad Panta,FALSE
Lumbini,5,Arghakhanchi,120,Arghakhanchi-1,NC,Ramnarayan Bidari,FALSE
Lumbini,5,Arghakhanchi,120,Arghakhanchi-1,UML,Bishnu Prasad Paudel,FALSE
Lumbini,5,Arghakhanchi,120,Arghakhanchi-1,NCP,Shiva Prasad Humagain,FALSE
Lumbini,5,Arghakhanchi,120,Arghakhanchi-1,RPP,Dil Bahadur Gharti,FALSE
Lumbini,5,Pyuthan,121,Pyuthan-1,RSP,Gokul Prasad Baskota,FALSE
Lumbini,5,Pyuthan,121,Pyuthan-1,NC,Sita Ram Updhyaya,FALSE
Lumbini,5,Pyuthan,121,Pyuthan-1,UML,Dipak Bohara,FALSE
Lumbini,5,Pyuthan,121,Pyuthan-1,NCP,Bimala Gharti,FALSE
Lumbini,5,Pyuthan,121,Pyuthan-1,RPP,Padam Bahadur K.C.,FALSE
Lumbini,5,Rolpa,122,Rolpa-1,RSP,Purna Bahadur Gharti Magar,FALSE
Lumbini,5,Rolpa,122,Rolpa-1,NC,Chitra Bahadur K.C.,FALSE
Lumbini,5,Rolpa,122,Rolpa-1,UML,Gopal Prasad Bohara,FALSE
Lumbini,5,Rolpa,122,Rolpa-1,NCP,Post Bahadur Bogati,FALSE
Lumbini,5,Rolpa,122,Rolpa-1,RPP,Tek Bahadur Gharti,FALSE
Lumbini,5,Rukum East,123,Rukum East-1,RSP,Govinda Prasad Sharma,FALSE
Lumbini,5,Rukum East,123,Rukum East-1,NC,Kul Bahadur Gurung,FALSE
Lumbini,5,Rukum East,123,Rukum East-1,UML,Agni Prasad Sapkota,FALSE
Lumbini,5,Rukum East,123,Rukum East-1,NCP,Pampha Bhusal,FALSE
Lumbini,5,Rukum East,123,Rukum East-1,RPP,Dhan Bahadur Khadka,FALSE
Lumbini,5,Dang,124,Dang-1,RSP,Pramod Kumar Upadhyaya,FALSE
Lumbini,5,Dang,124,Dang-1,NC,Sher Bahadur Malla,FALSE
Lumbini,5,Dang,124,Dang-1,UML,Prem Bahadur Ale,FALSE
Lumbini,5,Dang,124,Dang-1,NCP,Ram Bahadur Thapa,FALSE
Lumbini,5,Dang,124,Dang-1,RPP,Khem Raj Regmi,FALSE
Lumbini,5,Dang,125,Dang-2,RSP,Lal Bahadur Thapa,FALSE
Lumbini,5,Dang,125,Dang-2,NC,Bhim Prasad Chaudhary,FALSE
Lumbini,5,Dang,125,Dang-2,UML,Surendra Bahadur Shahi,FALSE
Lumbini,5,Dang,125,Dang-2,NCP,Lila Prasad Shrestha,FALSE
Lumbini,5,Dang,125,Dang-2,RPP,Ram Bahadur Thapa Magar,FALSE
Lumbini,5,Banke,126,Banke-1,RSP,Santosh Kumar Chalise,FALSE
Lumbini,5,Banke,126,Banke-1,NC,Dilendra Prasad Badu,FALSE
Lumbini,5,Banke,126,Banke-1,UML,Bishnu Prasad Paudel,FALSE
Lumbini,5,Banke,126,Banke-1,NCP,Purna Bahadur Khadka,FALSE
Lumbini,5,Banke,126,Banke-1,RPP,Gajendra Bahadur Hamal,FALSE
Lumbini,5,Banke,127,Banke-2,RSP,Nawaraj Silwal,FALSE
Lumbini,5,Banke,127,Banke-2,NC,Lila Prasad Giri,FALSE
Lumbini,5,Banke,127,Banke-2,UML,Krishna Bahadur Raut,FALSE
Lumbini,5,Banke,127,Banke-2,NCP,Mohan Bahadur Chand,FALSE
Lumbini,5,Banke,127,Banke-2,RPP,Sher Bahadur Thapa,FALSE
Lumbini,5,Bardiya,128,Bardiya-1,RSP,Ghanashyam Ayer,FALSE
Lumbini,5,Bardiya,128,Bardiya-1,NC,Rekha Sharma,FALSE
Lumbini,5,Bardiya,128,Bardiya-1,UML,Mahesh Prasad Basnet,FALSE
Lumbini,5,Bardiya,128,Bardiya-1,NCP,Nar Bahadur Chand,FALSE
Lumbini,5,Bardiya,128,Bardiya-1,RPP,Dilendra Bahadur Chand,FALSE
Lumbini,5,Bardiya,129,Bardiya-2,RSP,Lekh Nath Regmi,FALSE
Lumbini,5,Bardiya,129,Bardiya-2,NC,Ganga Prasad Ayer,FALSE
Lumbini,5,Bardiya,129,Bardiya-2,UML,Karna Bahadur Thapa,FALSE
Lumbini,5,Bardiya,129,Bardiya-2,NCP,Surya Bahadur Khadka,FALSE
Lumbini,5,Bardiya,129,Bardiya-2,RPP,Laxmi Prasad Tharu,FALSE
Lumbini,5,Parasi,130,Parasi-1,RSP,Sanjay Kumar Gupta,FALSE
Lumbini,5,Parasi,130,Parasi-1,NC,Chitra Lekha Yadav,FALSE
Lumbini,5,Parasi,130,Parasi-1,UML,Narayan Prasad Sah,FALSE
Lumbini,5,Parasi,130,Parasi-1,NCP,Shiv Prasad Humagain,FALSE
Lumbini,5,Parasi,130,Parasi-1,RPP,Gyan Bahadur Shahi,FALSE
Karnali,6,Dolpa,131,Dolpa-1,NC,Karna Bahadur Budha,FALSE
Karnali,6,Dolpa,131,Dolpa-1,UML,Jit Bahadur Buda,FALSE
Karnali,6,Dolpa,131,Dolpa-1,NCP,Ram Bahadur Budha,FALSE
Karnali,6,Dolpa,131,Dolpa-1,RPP,Man Bahadur Budha,FALSE
Karnali,6,Mugu,132,Mugu-1,NC,Khadga Bahadur Shahi,FALSE
Karnali,6,Mugu,132,Mugu-1,UML,Sher Bahadur Shahi,FALSE
Karnali,6,Mugu,132,Mugu-1,NCP,Gokul Prasad Baskota,FALSE
Karnali,6,Mugu,132,Mugu-1,RPP,Bikram Bahadur Shahi,FALSE
Karnali,6,Humla,133,Humla-1,NC,Jayapati Rokaya,FALSE
Karnali,6,Humla,133,Humla-1,UML,Mahendra Bahadur Shahi,FALSE
Karnali,6,Humla,133,Humla-1,NCP,Narayan Bahadur Rokaya,FALSE
Karnali,6,Humla,133,Humla-1,RPP,Gokul Bahadur Rokaya,FALSE
Karnali,6,Jumla,134,Jumla-1,NC,Deep Bahadur Shahi,FALSE
Karnali,6,Jumla,134,Jumla-1,UML,Gopal Bahadur Hamal,FALSE
Karnali,6,Jumla,134,Jumla-1,NCP,Ram Bahadur Shahi,FALSE
Karnali,6,Jumla,134,Jumla-1,RPP,Dhan Bahadur Shahi,FALSE
Karnali,6,Kalikot,135,Kalikot-1,NC,Harsh Bahadur Bam,FALSE
Karnali,6,Kalikot,135,Kalikot-1,UML,Nawaraj Saud,FALSE
Karnali,6,Kalikot,135,Kalikot-1,NCP,Gopal Bahadur Rokaya,FALSE
Karnali,6,Kalikot,135,Kalikot-1,RPP,Harka Bahadur Bam,FALSE
Karnali,6,Salyan,136,Salyan-1,NC,Kesh Bahadur Bishta,FALSE
Karnali,6,Salyan,136,Salyan-1,UML,Narayan Prasad Dhakal,FALSE
Karnali,6,Salyan,136,Salyan-1,NCP,Tulsi Bahadur Hamal,FALSE
Karnali,6,Salyan,136,Salyan-1,RPP,Dhan Bahadur Shahi,FALSE
Karnali,6,Jajarkot,137,Jajarkot-1,NC,Ram Bahadur Bhandari,FALSE
Karnali,6,Jajarkot,137,Jajarkot-1,UML,Deepak Prasad Bhandari,FALSE
Karnali,6,Jajarkot,137,Jajarkot-1,NCP,Prem Bahadur Singh,FALSE
Karnali,6,Jajarkot,137,Jajarkot-1,RPP,Dhan Bahadur Bhandari,FALSE
Karnali,6,Rukum West,138,Rukum West-1,NC,Gopal Bahadur Magar,FALSE
Karnali,6,Rukum West,138,Rukum West-1,UML,Khagendra Bahadur Magar,FALSE
Karnali,6,Rukum West,138,Rukum West-1,NCP,Nawaraj Oli,FALSE
Karnali,6,Rukum West,138,Rukum West-1,RPP,Khadga Bahadur Shahi,FALSE
Karnali,6,Dailekh,139,Dailekh-1,NC,Prithvi Bahadur Singh,FALSE
Karnali,6,Dailekh,139,Dailekh-1,UML,Tara Bahadur Singh,FALSE
Karnali,6,Dailekh,139,Dailekh-1,NCP,Gopal Bahadur Thapa,FALSE
Karnali,6,Dailekh,139,Dailekh-1,RPP,Nabin Bahadur Singh,FALSE
Karnali,6,Dailekh,140,Dailekh-2,NC,Lila Bahadur Baniya,FALSE
Karnali,6,Dailekh,140,Dailekh-2,UML,Sher Bahadur Thapa,FALSE
Karnali,6,Dailekh,140,Dailekh-2,NCP,Prem Bahadur Rawal,FALSE
Karnali,6,Dailekh,140,Dailekh-2,RPP,Ram Bahadur Rokaya,FALSE
Karnali,6,Surkhet,141,Surkhet-1,RSP,Ganesh Prasad Lamichhane,FALSE
Karnali,6,Surkhet,141,Surkhet-1,NC,Rekha Sharma,FALSE
Karnali,6,Surkhet,141,Surkhet-1,UML,Mahendra Bahadur Shahi,FALSE
Karnali,6,Surkhet,141,Surkhet-1,NCP,Prem Bahadur Ale,FALSE
Karnali,6,Surkhet,141,Surkhet-1,RPP,Narayan Bahadur Rana,FALSE
Karnali,6,Surkhet,142,Surkhet-2,RSP,Nar Bahadur Chand,FALSE
Karnali,6,Surkhet,142,Surkhet-2,NC,Kalpana Dhamala,FALSE
Karnali,6,Surkhet,142,Surkhet-2,UML,Gopal Bahadur Hamal,FALSE
Karnali,6,Surkhet,142,Surkhet-2,NCP,Nanda Bahadur Pun,FALSE
Karnali,6,Surkhet,142,Surkhet-2,RPP,Tek Bahadur Chand,FALSE
Sudurpashchim,7,Bajura,143,Bajura-1,NC,Janakraj Giri,FALSE
Sudurpashchim,7,Bajura,143,Bajura-1,UML,Mahendra Bahadur Shahi,FALSE
Sudurpashchim,7,Bajura,143,Bajura-1,NCP,Gopal Bahadur Thapa,FALSE
Sudurpashchim,7,Bajura,143,Bajura-1,RPP,Khem Bahadur Thapa,FALSE
Sudurpashchim,7,Bajhang,144,Bajhang-1,NC,Prakash Snehi Rasaili,FALSE
Sudurpashchim,7,Bajhang,144,Bajhang-1,UML,Surendra Bahadur Bista,FALSE
Sudurpashchim,7,Bajhang,144,Bajhang-1,NCP,Ram Bahadur Bista,FALSE
Sudurpashchim,7,Bajhang,144,Bajhang-1,RPP,Dhan Bahadur Bista,FALSE
Sudurpashchim,7,Bajhang,145,Bajhang-2,NC,Lal Bahadur Bista,FALSE
Sudurpashchim,7,Bajhang,145,Bajhang-2,UML,Nawaraj Bista,FALSE
Sudurpashchim,7,Bajhang,145,Bajhang-2,NCP,Man Bahadur Bista,FALSE
Sudurpashchim,7,Bajhang,145,Bajhang-2,RPP,Khadga Bahadur Bista,FALSE
Sudurpashchim,7,Doti,146,Doti-1,NC,Bharat Bahadur Khadka,FALSE
Sudurpashchim,7,Doti,146,Doti-1,UML,Narendra Bahadur Thapa,FALSE
Sudurpashchim,7,Doti,146,Doti-1,NCP,Prem Bahadur Bohara,FALSE
Sudurpashchim,7,Doti,146,Doti-1,RPP,Gopal Prasad Thapa,FALSE
Sudurpashchim,7,Doti,147,Doti-2,NC,Prem Bahadur Saud,FALSE
Sudurpashchim,7,Doti,147,Doti-2,UML,Kamal Bahadur Shah,FALSE
Sudurpashchim,7,Doti,147,Doti-2,NCP,Man Bahadur Bist,FALSE
Sudurpashchim,7,Doti,147,Doti-2,RPP,Bikram Bahadur Bist,FALSE
Sudurpashchim,7,Achham,148,Achham-1,NC,Bharat Swar,FALSE
Sudurpashchim,7,Achham,148,Achham-1,UML,Surendra Bahadur Bist,FALSE
Sudurpashchim,7,Achham,148,Achham-1,NCP,Narayan Bahadur Bist,FALSE
Sudurpashchim,7,Achham,148,Achham-1,RPP,Dhan Bahadur Bist,FALSE
Sudurpashchim,7,Achham,149,Achham-2,NC,Pushpa Bahadur Shah,FALSE
Sudurpashchim,7,Achham,149,Achham-2,UML,Khem Bahadur Bist,FALSE
Sudurpashchim,7,Achham,149,Achham-2,NCP,Gopal Bahadur Shah,FALSE
Sudurpashchim,7,Achham,149,Achham-2,RPP,Narayan Bahadur Rokaya,FALSE
Sudurpashchim,7,Dadeldhura,150,Dadeldhura-1,NC,Ram Bahadur Thapa,FALSE
Sudurpashchim,7,Dadeldhura,150,Dadeldhura-1,UML,Sher Bahadur Thapa,FALSE
Sudurpashchim,7,Dadeldhura,150,Dadeldhura-1,NCP,Gopal Bahadur Thapa,FALSE
Sudurpashchim,7,Dadeldhura,150,Dadeldhura-1,RPP,Khadga Bahadur Thapa,FALSE
Sudurpashchim,7,Baitadi,151,Baitadi-1,NC,Chatur Bahadur Chand,FALSE
Sudurpashchim,7,Baitadi,151,Baitadi-1,UML,Nawaraj Bist,FALSE
Sudurpashchim,7,Baitadi,151,Baitadi-1,NCP,Deepak Bahadur Bist,FALSE
Sudurpashchim,7,Baitadi,151,Baitadi-1,RPP,Rajendra Bahadur Bist,FALSE
Sudurpashchim,7,Baitadi,152,Baitadi-2,NC,Prem Bahadur Joshi,FALSE
Sudurpashchim,7,Baitadi,152,Baitadi-2,UML,Gopal Bahadur Joshi,FALSE
Sudurpashchim,7,Baitadi,152,Baitadi-2,NCP,Ram Bahadur Joshi,FALSE
Sudurpashchim,7,Baitadi,152,Baitadi-2,RPP,Sher Bahadur Joshi,FALSE
Sudurpashchim,7,Darchula,153,Darchula-1,NC,Dharmanand Joshi,FALSE
Sudurpashchim,7,Darchula,153,Darchula-1,UML,Narayan Bahadur Bist,FALSE
Sudurpashchim,7,Darchula,153,Darchula-1,NCP,Gopal Bahadur Bist,FALSE
Sudurpashchim,7,Darchula,153,Darchula-1,RPP,Khadga Bahadur Bist,FALSE
Sudurpashchim,7,Kailali,154,Kailali-1,RSP,Lila Prasad Bohara,FALSE
Sudurpashchim,7,Kailali,154,Kailali-1,NC,Janakraj Chaudhary,FALSE
Sudurpashchim,7,Kailali,154,Kailali-1,UML,Surendra Bahadur Shahi,FALSE
Sudurpashchim,7,Kailali,154,Kailali-1,NCP,Purna Bahadur Chand,FALSE
Sudurpashchim,7,Kailali,154,Kailali-1,RPP,Gopal Bahadur Hamal,FALSE
Sudurpashchim,7,Kailali,155,Kailali-2,RSP,Narayan Bahadur Saud,FALSE
Sudurpashchim,7,Kailali,155,Kailali-2,NC,Vijay Swar,FALSE
Sudurpashchim,7,Kailali,155,Kailali-2,UML,Khadga Bahadur Bist,FALSE
Sudurpashchim,7,Kailali,155,Kailali-2,NCP,Bikram Bahadur Thapa,FALSE
Sudurpashchim,7,Kailali,155,Kailali-2,RPP,Ram Bahadur Saud,FALSE
Sudurpashchim,7,Kailali,156,Kailali-3,RSP,Dipendra Bahadur Pal,FALSE
Sudurpashchim,7,Kailali,156,Kailali-3,NC,Dilendra Prasad Badu,FALSE
Sudurpashchim,7,Kailali,156,Kailali-3,UML,Sher Bahadur Deuba,FALSE
Sudurpashchim,7,Kailali,156,Kailali-3,NCP,Mohan Bahadur Chand,FALSE
